,question,result
1326,Which are the best engineering colleges that I can get in Nagpur with 5 marks in JEE Mains and 76.6% in MP board exams?,()
1327,Is it good to pursue engineering from Manipal University?,"('LISTING-review-indirect-opinion',)"
1328,how does an mba(biotech) with btech(biotech) stand in the market today?,()
1329,"Is Vignan Barathi Institute of Technology a good college? How are the infrastructure, placements and teaching?","('LISTING-placements-direct-opinion',)"
1330,"Which are the good colleges for MBA-Operation in Mumbai? My profile X-86%,XII-68%,BE-58%, CAT/CET-75 and 82 percentiles, CMAT(feb)score-116.","('EXAM-scores-direct-opinion',)"
1331,Can I pursue B.Sc from IGNOU along with B.Tech?,()
1332,Is there no B.Com course anywhere available? Everywhere only BBA!!??,"('COMPARISON-course comp-indirect-opinion',)"
1333,Can you provide some preparation tips for IELTS exam?,()
1334,What should be my preparation strategy to crack BITSAT in one year?,"('EXAM-preparation-direct-opinion',)"
1335,I AM IN CLASS TENTH AND I LIKE TO OPT BIOLOGY IN 11TH! CAN I GET THE MEDICAL SCHOOLS BEFORE GOING FOR ENTRANCE OF MEDICAL COLLEGES?,()
1336,What is the procedure to get admission in college?,"('LISTING-Admissions-direct-factual',)"
1337,What is the net fee for B.tech aerospace engineering?,()
1338,"How much marks are required to get admission in Petroleum University, Dehradun for computer science students?",()
1339,I have done B.Sc in zoology. Am I eligible for doing M.Sc in biochemistry from Jamia Millia?,"('LISTING-eligibility-direct-factual',)"
1340,How are the placements of BE in Mechanical Engineering from Dwarkadas J. Sanghvi College of Engineering?,"('LISTING-placements-direct-opinion',)"
1341,Is it necessary to score a minimum of 75 percent marks to get admission in NIT? What if I score good marks in JEE Mains and 58% in HSC?,()
1342,What is the fee structure of Hotel Management?,"('LISTING-Fees-direct-opinion',)"
1343,how to prepare for law entrance exams? What books can be referred?,"('LISTING-Entrance exam-direct-opinion',)"
1344,"Which college is better for B.Tech in CSE: IIT Guwahati or IIIT, Vadodara?","('COMPARISON-College comparison-indirect-factual',)"
1345,Which college will I get if I score 250 marks in JEE Mains paper-2 and 70% in class 12th? I belong to general category and am from Rajasthan,()
1346,Is it the right decision for a ninth standard student to start preparing for IIT right now,"('EXAM-preparation-direct-opinion',)"
1347,"Sir,I want to know that i  am doing  B.Sc  from IGNOU, will i get admission in M.Sc in Delhi University or other universities? if yes what are the criterias , eligibility...Please reply me in details.",()
1348,"WHICH IS BETTER OPTION FOR AERONAUTICAL ENGINEERING AFTER 1OTH, PCM OR DIPLOMA?","('COMPARISON-College comparison-indirect-factual',)"
1349,"hi......plz tell me d entrance exam date,there is diploma corses available.....if i miss d entrance exam thn how do i get addmission in dis","('EXAM-dates-direct-factual',)"
1350,when the symbosis pune distance pgdbm admission will be open ? opening date and closing date,"('EXAM-dates-direct-factual', 'EXAM-dates-direct-opinion')"
1351,What is the admission procedure to get into Correspondence MBA programme provided by NMIMS?,"('LISTING-Admissions-direct-factual',)"
1352,i am intrested in doing MBA after completing my graduation.what kind of preparations do i need to take for the entrance exams?,()
1353,When will the online registration of MAT September and December examination start?,()
1354,"What is the required score in JEE Mains to get admission in COEP, Pune for B.Tech in CSE?",()
1355,Which college is better than RV college for pursuing B.Tech in CSE?,"('COMPARISON-College comparison-indirect-factual',)"
1356,Is it possible to get admission on the basis of PI? I am in last year of B.Com and do not want to spend a year in CAT preparation.,"('EXAM-preparation-direct-opinion',)"
1357,Which college is better for pursuing robotics engineering: Gulzar Group of Institutes or Desh Bhagat University?,()
1358,Can you suggest some good colleges for MBA? I am confused as I am not aware of any college apart from IIMs.,"('EXAM-scores-direct-opinion',)"
1359,"I AM an management trainee in pizza hut(deyani international ltd), i want to do executive mba for 1 year. Is it benificial for me to do executive mba for young professionals from iim calcuta in association with hughesnet global education. Will this will help in my carrier growth.",()
1360,What is the JEE Mains and Advanced cut-off for B.Tech?,()
1361,How to take admission in Bennett University?,()
1362,How i can start the upsc preparation?.I want to become a IPS officer.I have confidence but I cant get the adm for classes bcoz of family..,"('EXAM-preparation-direct-opinion',)"
1363,When is the M.Sc entrance exam 2018 and date of application form?,"('EXAM-dates-direct-factual', 'EXAM-dates-direct-opinion')"
1364,"Which college is good rank wise for CSE: VIT, Thapar University, BITS, Pilani, Amity Noida, Delhi, SRM, DTU and NIT, Bhopal?",()
1365,What is the selection process and last date to submit the application form? What is the lodging fee?,"('EXAM-dates-direct-factual',)"
1366,"Hi i m a b-tech student 1st year ,is this is good for me to take corresponding coarse for IAS preparation.","('EXAM-preparation-direct-opinion',)"
1367,"Which one is better for B.Tech among VIT, Vellore and Dwarkadas J. Sanghvi College of Engineering?",()
1368,Is there a way to get JEE main 2014 omr sheet rechecked?,()
1369,what are the courses offered at st.angelos institute?Is a Commerce student eligible for networking course?If yes what is the fees schedules for the course and the duration?,()
1370,whats the fees of this coures,"('LISTING-Fees-direct-opinion',)"
1371,"Dear Sir,I am vijay kumar pursuing my B.com II year from PGRRCDE,osmania university. I want to know about the recognition of the distance program of O.U as i heard that only degrees from IGNOU are useful to get govt. jobs.please reply in this regard is my degree from PGRRCDE is eligible for applyi",()
1372,How much do I need to score in class 12th to study fashion designing abroad?,()
1373,Does an engineering graduate eligible to apply for this course?,"('LISTING-eligibility-direct-factual',)"
1374,Is computer science engineering have hope?? Coz some says that its too difficult to gain a job after doing it!!,()
1375,What is the eligibility criteria to take admission in BGS School of Architecture and Planning?,()
1376,Am I eligible for counselling? My VIT rank is 183430.,"('EXAM-counseling-direct-factual', 'LISTING-Counselling-direct-factual', 'LISTING-Counselling-direct-opinion')"
1377,I am pursuing my Diploma in tool and die making (4 years). Can you suggest the best company for my implant training as 4th year?,()
1378,if i give improvement exam for b.com and i failed then which marks will be taken my previous one or the new marks?,()
1379,"what is the eligibility and age  for admission to Hotel management in IHM,chennai,",()
1380,Which is the best college in Mumbai for aircraft engineering?,()
1381,What is the CET cutoff for engineering?,"('EXAM-cut off-direct-opinion',)"
1382,what is the actual way of studying for IAS?I am working.Do u'll have weekend classes for people like us.There are many institutes.How to select the best institute for IAS coaching.what is the fees.when will the classes start.,"('EXAM-coaching -direct-opinion',)"
1383,Can I get admission in Galgotia College on the basis of JEE Mains score?,()
1384,Is there any cut-off to get a government college to pursue HM?,"('LISTING-Cut off-direct-opinion',)"
1385,"Can I get admission in Sydneham or KJ Somaiya, if I do not get admission in JBIMS? My MH-CET score is 99.17 percentile.","('EXAM-scores-direct-opinion',)"
1386,"I want to improve my english speaking skills to join a BPO/KPO, which institute is good for a 30-45 days full time course",()
1387,How can I prepare  for CAT within 9 months? I am an average student. Can you suggest some books to prepare  for the same?,"('EXAM-preparation-direct-opinion',)"
1388,I got 1216 AIR in NEET 2016. Which college can I get in Delhi?,()
1389,What is the required minimum score in the SET exam to get admission in a college for BBA?,"('LISTING-Cut off-indirect-opinion',)"
1390,sir if  i am perusing my graduation from distance learning   so am i eligible to get admission in IIMs  all over the India.,"('LISTING-eligibility-direct-factual',)"
1391,Am I eligible for SU? I have scored 63.8% in class 12th and 59 marks in JEE mains.,()
1392,How much do I need to score for MBA? Will my score be considered as I will be writing XAT &amp; am a 3rd-year student of mechanical graduation?,"('EXAM-scores-direct-opinion',)"
1393,Am I eligible to get admission? I have scored 48.3% in BA economics and 85 percentile in MAT.,"('LISTING-eligibility-direct-factual', 'LISTING-eligibility-direct-opinion')"
1394,I want to know what the difference between a BSc Computer Science and a BEng Computer Science in terms of the syllabus and career prospects?,()
1395,How are the placements for the students of PGDM in HR? What is the average and lowest package offered to them?,"('LISTING-placements-direct-opinion',)"
1396,I hv cleared ipcc both grps n doing articlship with bcom . can i appear 4 cs examination. will institute permit me 2 do ca-cs along with bcm,()
1397,I want to give the exam of BJMC of IP University. What is the syllabus of the entrance exam? How can I prepare for the same?,"('EXAM-syllabus-direct-opinion',)"
1398,Is it difficult to get job in abroad after completing MBA?,()
1399,Which course should I pursue? I have got 45 marks in JEE Mains and 74% in class 12th. I belong to SC category.,()
1400,Can I get admission in a good college to pursue B.Tech with 96410 rank in JEE Mains?,()
1401,What is the fee structure for MBA including hostel charges? I am from Kolkata.,"('LISTING-Fees-direct-factual', 'LISTING-hostel-direct-opinion')"
1402,Do I need gap certificate to join academic year in 2018? I am a B.Sc chemistry 2017 graduate preparing for CAT.,()
1403,How to get admission through JEE Mains? I belong to UP. Is there any state quota? What is the expected cut-off for different branches?,()
1404,Which course is better after passing HSC- B.Com or BAF?,"('COMPARISON-course comp-indirect-opinion',)"
1405,What is the fees for MBA in PSGIM if i get through TANCET? What score should i get in TANCET to get through PSG?,()
1406,What is the minimum score required in class 12th to get into B.Sc Maths (H) in Jadavpur University?,"('LISTING-Cut off-indirect-opinion',)"
1407,Am I eligible to appear for CAT exam? I have done my graduation through distance education.,"('LISTING-eligibility-direct-factual',)"
1408,May I know the name of companies that visit Academy of Business and Management Studies (ABMS College)for campus placement?,"('LISTING-placements-direct-opinion',)"
